0;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;;;;;;;;;;;;;;;;;;;;;;;;
20120920;20/09/2012 00:00;jeudi, septembre 20 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;264;Jour 264;82;Jour 82;82;Jour 82;20;Jour 20;4;Jour 4;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120921;21/09/2012 00:00;vendredi, septembre 21 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;265;Jour 265;83;Jour 83;83;Jour 83;21;Jour 21;5;Jour 5;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120922;22/09/2012 00:00;samedi, septembre 22 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;266;Jour 266;84;Jour 84;84;Jour 84;22;Jour 22;6;Jour 6;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120923;23/09/2012 00:00;dimanche, septembre 23 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;267;Jour 267;85;Jour 85;85;Jour 85;23;Jour 23;7;Jour 7;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120924;24/09/2012 00:00;lundi, septembre 24 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;268;Jour 268;86;Jour 86;86;Jour 86;24;Jour 24;1;Jour 1;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120925;25/09/2012 00:00;mardi, septembre 25 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;269;Jour 269;87;Jour 87;87;Jour 87;25;Jour 25;2;Jour 2;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120926;26/09/2012 00:00;mercredi, septembre 26 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;270;Jour 270;88;Jour 88;88;Jour 88;26;Jour 26;3;Jour 3;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120927;27/09/2012 00:00;jeudi, septembre 27 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;271;Jour 271;89;Jour 89;89;Jour 89;27;Jour 27;4;Jour 4;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120928;28/09/2012 00:00;vendredi, septembre 28 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;272;Jour 272;90;Jour 90;90;Jour 90;28;Jour 28;5;Jour 5;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120929;29/09/2012 00:00;samedi, septembre 29 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;273;Jour 273;91;Jour 91;91;Jour 91;29;Jour 29;6;Jour 6;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120930;30/09/2012 00:00;dimanche, septembre 30 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120924;24/09/2012 00:00;Semaine 40, 2012;274;Jour 274;92;Jour 92;92;Jour 92;30;Jour 30;7;Jour 7;40;Semaine 40;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20121001;01/10/2012 00:00;lundi, octobre 01 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;275;Jour 275;93;Jour 93;1;Jour 1;1;Jour 1;1;Jour 1;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121002;02/10/2012 00:00;mardi, octobre 02 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;276;Jour 276;94;Jour 94;2;Jour 2;2;Jour 2;2;Jour 2;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121003;03/10/2012 00:00;mercredi, octobre 03 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;277;Jour 277;95;Jour 95;3;Jour 3;3;Jour 3;3;Jour 3;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121004;04/10/2012 00:00;jeudi, octobre 04 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;278;Jour 278;96;Jour 96;4;Jour 4;4;Jour 4;4;Jour 4;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121005;05/10/2012 00:00;vendredi, octobre 05 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;279;Jour 279;97;Jour 97;5;Jour 5;5;Jour 5;5;Jour 5;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121006;06/10/2012 00:00;samedi, octobre 06 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;280;Jour 280;98;Jour 98;6;Jour 6;6;Jour 6;6;Jour 6;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121007;07/10/2012 00:00;dimanche, octobre 07 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121001;01/10/2012 00:00;Semaine 41, 2012;281;Jour 281;99;Jour 99;7;Jour 7;7;Jour 7;7;Jour 7;41;Semaine 41;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121008;08/10/2012 00:00;lundi, octobre 08 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;282;Jour 282;100;Jour 100;8;Jour 8;8;Jour 8;1;Jour 1;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121009;09/10/2012 00:00;mardi, octobre 09 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;283;Jour 283;101;Jour 101;9;Jour 9;9;Jour 9;2;Jour 2;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121010;10/10/2012 00:00;mercredi, octobre 10 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;284;Jour 284;102;Jour 102;10;Jour 10;10;Jour 10;3;Jour 3;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121011;11/10/2012 00:00;jeudi, octobre 11 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;285;Jour 285;103;Jour 103;11;Jour 11;11;Jour 11;4;Jour 4;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121012;12/10/2012 00:00;vendredi, octobre 12 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;286;Jour 286;104;Jour 104;12;Jour 12;12;Jour 12;5;Jour 5;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121013;13/10/2012 00:00;samedi, octobre 13 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;287;Jour 287;105;Jour 105;13;Jour 13;13;Jour 13;6;Jour 6;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121014;14/10/2012 00:00;dimanche, octobre 14 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121008;08/10/2012 00:00;Semaine 42, 2012;288;Jour 288;106;Jour 106;14;Jour 14;14;Jour 14;7;Jour 7;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121015;15/10/2012 00:00;lundi, octobre 15 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;289;Jour 289;107;Jour 107;15;Jour 15;15;Jour 15;1;Jour 1;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121016;16/10/2012 00:00;mardi, octobre 16 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;290;Jour 290;108;Jour 108;16;Jour 16;16;Jour 16;2;Jour 2;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121017;17/10/2012 00:00;mercredi, octobre 17 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;291;Jour 291;109;Jour 109;17;Jour 17;17;Jour 17;3;Jour 3;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121018;18/10/2012 00:00;jeudi, octobre 18 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;292;Jour 292;110;Jour 110;18;Jour 18;18;Jour 18;4;Jour 4;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121019;19/10/2012 00:00;vendredi, octobre 19 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;293;Jour 293;111;Jour 111;19;Jour 19;19;Jour 19;5;Jour 5;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121020;20/10/2012 00:00;samedi, octobre 20 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;294;Jour 294;112;Jour 112;20;Jour 20;20;Jour 20;6;Jour 6;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121021;21/10/2012 00:00;dimanche, octobre 21 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121015;15/10/2012 00:00;Semaine 43, 2012;295;Jour 295;113;Jour 113;21;Jour 21;21;Jour 21;7;Jour 7;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121022;22/10/2012 00:00;lundi, octobre 22 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;296;Jour 296;114;Jour 114;22;Jour 22;22;Jour 22;1;Jour 1;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121023;23/10/2012 00:00;mardi, octobre 23 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;297;Jour 297;115;Jour 115;23;Jour 23;23;Jour 23;2;Jour 2;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121024;24/10/2012 00:00;mercredi, octobre 24 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;298;Jour 298;116;Jour 116;24;Jour 24;24;Jour 24;3;Jour 3;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121025;25/10/2012 00:00;jeudi, octobre 25 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;299;Jour 299;117;Jour 117;25;Jour 25;25;Jour 25;4;Jour 4;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121026;26/10/2012 00:00;vendredi, octobre 26 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;300;Jour 300;118;Jour 118;26;Jour 26;26;Jour 26;5;Jour 5;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121027;27/10/2012 00:00;samedi, octobre 27 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;301;Jour 301;119;Jour 119;27;Jour 27;27;Jour 27;6;Jour 6;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121028;28/10/2012 00:00;dimanche, octobre 28 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121022;22/10/2012 00:00;Semaine 44, 2012;302;Jour 302;120;Jour 120;28;Jour 28;28;Jour 28;7;Jour 7;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121029;29/10/2012 00:00;lundi, octobre 29 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;303;Jour 303;121;Jour 121;29;Jour 29;29;Jour 29;1;Jour 1;45;Semaine 45;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121030;30/10/2012 00:00;mardi, octobre 30 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;304;Jour 304;122;Jour 122;30;Jour 30;30;Jour 30;2;Jour 2;45;Semaine 45;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121031;31/10/2012 00:00;mercredi, octobre 31 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121001;01/10/2012 00:00;octobre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;305;Jour 305;123;Jour 123;31;Jour 31;31;Jour 31;3;Jour 3;45;Semaine 45;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121101;01/11/2012 00:00;jeudi, novembre 01 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;306;Jour 306;124;Jour 124;32;Jour 32;1;Jour 1;4;Jour 4;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121102;02/11/2012 00:00;vendredi, novembre 02 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;307;Jour 307;125;Jour 125;33;Jour 33;2;Jour 2;5;Jour 5;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121103;03/11/2012 00:00;samedi, novembre 03 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;308;Jour 308;126;Jour 126;34;Jour 34;3;Jour 3;6;Jour 6;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121104;04/11/2012 00:00;dimanche, novembre 04 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121029;29/10/2012 00:00;Semaine 45, 2012;309;Jour 309;127;Jour 127;35;Jour 35;4;Jour 4;7;Jour 7;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121105;05/11/2012 00:00;lundi, novembre 05 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;310;Jour 310;128;Jour 128;36;Jour 36;5;Jour 5;1;Jour 1;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121106;06/11/2012 00:00;mardi, novembre 06 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;311;Jour 311;129;Jour 129;37;Jour 37;6;Jour 6;2;Jour 2;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121107;07/11/2012 00:00;mercredi, novembre 07 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;312;Jour 312;130;Jour 130;38;Jour 38;7;Jour 7;3;Jour 3;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121108;08/11/2012 00:00;jeudi, novembre 08 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;313;Jour 313;131;Jour 131;39;Jour 39;8;Jour 8;4;Jour 4;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121109;09/11/2012 00:00;vendredi, novembre 09 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;314;Jour 314;132;Jour 132;40;Jour 40;9;Jour 9;5;Jour 5;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121110;10/11/2012 00:00;samedi, novembre 10 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;315;Jour 315;133;Jour 133;41;Jour 41;10;Jour 10;6;Jour 6;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121111;11/11/2012 00:00;dimanche, novembre 11 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121105;05/11/2012 00:00;Semaine 46, 2012;316;Jour 316;134;Jour 134;42;Jour 42;11;Jour 11;7;Jour 7;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20121112;12/11/2012 00:00;lundi, novembre 12 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20121001;01/10/2012 00:00;Trimestre 4, 2012;20121101;01/11/2012 00:00;novembre 2012;20121112;12/11/2012 00:00;Semaine 47, 2012;317;Jour 317;135;Jour 135;43;Jour 43;12;Jour 12;1;Jour 1;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
